ALL THREADS Of (pid=1440) PROCESS: 1440, 1441, 1442, 1443, 1444, 1445, 1446, 1447, 1448, 1449, 1450, 1451, 1452, 1453, 1454, 1456, 1461, 1463, 1464, 1465, 1466, 1467, 1468, 1469, 1470, 1471, 1472, 1473, 1474, 1475, 1476, 1477, 1478, 1483, 1493, 1495, 1497, 1499, 1500, 1501, 1502, 1503, 1504, 1505, 1506, 1507, 1508, 1509, 1512, 1513, 1514, 1518, 1519, 1521, 1522, 1523, 1524, 13934, 14423, 14424, 14425, 19140, 19142, 19143, 41226, 41228, 41229, 41231, 41232, 41233, 41260, 41263, 41265, 41266, 41282, 41290, 41291, 41298, 41588, 41937, 42017
----------------------------------
Version  Nice  UserId  GroupId  Pid  ParentPid  BlockIoCount  BlockIoDelay    SwapinCount  SwapinDelay     BeginTime32  ElapsedTime  UserTime  KernelTime  MinorPageFaults  MajorPageFaults  ReadBytes  WriteBytes  ReadSysCalls  WriteSysCalls  ReadBlockBackedBytes  WriteBlockBackedBytes  VoluntaryContextSwitches  InvoluntaryContextSwitches  UserTimeSmtScaled  KernelTimeSmtScaled  RealTimeSmtScaled  MemoryPageReclaimCounter  MemoryPageReclaimDelay  MemoryPageTrashingCounter  MemoryPageTrashingDelay  BeginTime64  
8        0     0       0        0    0          16,781        14,385,036,264  56,327       12,406,089,430  0            0            0         0           0                0                0          0           0             0              0                     0                      5,343,698                 52,497                      0                  0                    1,049,784,000,000  0                         0                                                                                        
8        0     0       0        0    0          16,781        14,385,036,264  56,327       12,406,089,430  0            0            0         0           0                0                0          0           0             0              0                     0                      5,343,698                 52,497                      0                  0                    1,049,784,000,000  0                         0                                                                                        
8        0     0       0        0    0          16,781        14,385,036,264  56,327       12,406,089,430  0            0            0         0           0                0                0          0           0             0              0                     0                      5,343,698                 52,497                      0                  0                    1,049,784,000,000  0                         0                                                                                        
8        0     0       0        0    0          16,781        14,385,036,264  56,327       12,406,089,430  0            0            0         0           0                0                0          0           0             0              0                     0                      5,343,698                 52,497                      0                  0                    1,049,784,000,000  0                         0                                                                                        
8        0     0       0        0    0          16,781        14,385,036,264  56,327       12,406,089,430  0            0            0         0           0                0                0          0           0             0              0                     0                      5,343,698                 52,497                      0                  0                    1,049,784,000,000  0                         0                                                                                        
8        0     0       0        0    0          16,781        14,385,036,264  56,327       12,406,089,430  0            0            0         0           0                0                0          0           0             0              0                     0                      5,343,698                 52,497                      0                  0                    1,049,784,000,000  0                         0                                                                                        
8        0     0       0        0    0          16,781        14,385,036,264  56,327       12,406,089,430  0            0            0         0           0                0                0          0           0             0              0                     0                      5,343,698                 52,497                      0                  0                    1,049,784,000,000  0                         0                                                                                        
8        0     0       0        0    0          16,781        14,385,036,264  56,327       12,406,089,430  0            0            0         0           0                0                0          0           0             0              0                     0                      5,343,698                 52,497                      0                  0                    1,049,784,000,000  0                         0                                                                                        
8        0     0       0        0    0          16,781        14,385,036,264  56,327       12,406,089,430  0            0            0         0           0                0                0          0           0             0              0                     0                      5,343,698                 52,497                      0                  0                    1,049,784,000,000  0                         0                                                                                        
8        0     0       0        0    0          16,781        14,385,036,264  56,327       12,406,089,430  0            0            0         0           0                0                0          0           0             0              0                     0                      5,343,698                 52,497                      0                  0                    1,049,784,000,000  0                         0                                                                                        
8        0     0       0        0    0          16,781        14,385,036,264  56,327       12,406,089,430  0            0            0         0           0                0                0          0           0             0              0                     0                      5,343,698                 52,497                      0                  0                    1,049,784,000,000  0                         0                                                                                        
8        0     0       0        0    0          16,781        14,385,036,264  56,327       12,406,089,430  0            0            0         0           0                0                0          0           0             0              0                     0                      5,343,698                 52,497                      0                  0                    1,049,784,000,000  0                         0                                                                                        
8        0     0       0        0    0          16,781        14,385,036,264  56,327       12,406,089,430  0            0            0         0           0                0                0          0           0             0              0                     0                      5,343,698                 52,497                      0                  0                    1,049,784,000,000  0                         0                                                                                        
8        0     0       0        0    0          16,781        14,385,036,264  56,327       12,406,089,430  0            0            0         0           0                0                0          0           0             0              0                     0                      5,343,698                 52,497                      0                  0                    1,049,784,000,000  0                         0                                                                                        
8        0     0       0        0    0          16,781        14,385,036,264  56,327       12,406,089,430  0            0            0         0           0                0                0          0           0             0              0                     0                      5,343,698                 52,497                      0                  0                    1,049,784,000,000  0                         0                                                                                        
8        0     0       0        0    0          16,781        14,385,036,264  56,327       12,406,089,430  0            0            0         0           0                0                0          0           0             0              0                     0                      5,343,698                 52,497                      0                  0                    1,049,784,000,000  0                         0                                                                                        
8        0     0       0        0    0          16,781        14,385,036,264  56,327       12,406,089,430  0            0            0         0           0                0                0          0           0             0              0                     0                      5,343,698                 52,497                      0                  0                    1,049,784,000,000  0                         0                                                                                        
8        0     0       0        0    0          16,781        14,385,036,264  56,327       12,406,089,430  0            0            0         0           0                0                0          0           0             0              0                     0                      5,343,698                 52,497                      0                  0                    1,049,784,000,000  0                         0                                                                                        
8        0     0       0        0    0          16,781        14,385,036,264  56,327       12,406,089,430  0            0            0         0           0                0                0          0           0             0              0                     0                      5,343,698                 52,497                      0                  0                    1,049,784,000,000  0                         0                                                                                        
8        0     0       0        0    0          16,781        14,385,036,264  56,327       12,406,089,430  0            0            0         0           0                0                0          0           0             0              0                     0                      5,343,698                 52,497                      0                  0                    1,049,784,000,000  0                         0                                                                                        
8        0     0       0        0    0          16,781        14,385,036,264  56,327       12,406,089,430  0            0            0         0           0                0                0          0           0             0              0                     0                      5,343,698                 52,497                      0                  0                    1,049,784,000,000  0                         0                                                                                        
8        0     0       0        0    0          16,781        14,385,036,264  56,327       12,406,089,430  0            0            0         0           0                0                0          0           0             0              0                     0                      5,343,698                 52,497                      0                  0                    1,049,784,000,000  0                         0                                                                                        
8        0     0       0        0    0          16,781        14,385,036,264  56,327       12,406,089,430  0            0            0         0           0                0                0          0           0             0              0                     0                      5,343,698                 52,497                      0                  0                    1,049,784,000,000  0                         0                                                                                        
8        0     0       0        0    0          16,781        14,385,036,264  56,327       12,406,089,430  0            0            0         0           0                0                0          0           0             0              0                     0                      5,343,698                 52,497                      0                  0                    1,049,784,000,000  0                         0                                                                                        
8        0     0       0        0    0          16,781        14,385,036,264  56,327       12,406,089,430  0            0            0         0           0                0                0          0           0             0              0                     0                      5,343,698                 52,497                      0                  0                    1,049,784,000,000  0                         0                                                                                        
8        0     0       0        0    0          16,781        14,385,036,264  56,327       12,406,089,430  0            0            0         0           0                0                0          0           0             0              0                     0                      5,343,698                 52,497                      0                  0                    1,049,784,000,000  0                         0                                                                                        
8        0     0       0        0    0          16,781        14,385,036,264  56,327       12,406,089,430  0            0            0         0           0                0                0          0           0             0              0                     0                      5,343,698                 52,497                      0                  0                    1,049,784,000,000  0                         0                                                                                        
8        0     0       0        0    0          16,781        14,385,036,264  56,327       12,406,089,430  0            0            0         0           0                0                0          0           0             0              0                     0                      5,343,698                 52,497                      0                  0                    1,049,784,000,000  0                         0                                                                                        
8        0     0       0        0    0          16,781        14,385,036,264  56,327       12,406,089,430  0            0            0         0           0                0                0          0           0             0              0                     0                      5,343,698                 52,497                      0                  0                    1,049,784,000,000  0                         0                                                                                        
